position	strand	source_info
1331538	-	storz
1331785	+	storz_regulondb
1331812	+	regulondb
1331911	-	storz
1331912	+	storz
1332157	+	regulondb
1332278	+	regulondb
1332349	+	regulondb
1332743	+	storz
1332812	+	storz
1332891	-	storz
1332949	-	wanner
1332971	-	storz
1333080	+	regulondb
1333102	+	storz
1333340	-	storz
1333448	+	regulondb
1333805	+	storz_regulondb
1333851	+	regulondb
1334023	+	storz
1334485	+	storz
1335162	+	storz
1336117	+	storz
1336494	-	storz
1336507	+	storz
1336679	+	storz
1336684	-	storz
1336761	-	storz
1336891	-	storz
1336922	-	storz
1337186	+	regulondb
1337212	-	regulondb
1337217	+	regulondb
1337257	-	wanner
1337259	+	regulondb
1337304	+	storz
1337332	+	regulondb
1337705	+	storz
1337713	-	storz
1337730	+	storz
1338159	+	storz_regulondb
1338210	+	regulondb
1338215	-	storz
1338237	+	regulondb
1338506	+	storz
1338773	+	storz
1339021	-	storz
1339894	+	storz_regulondb
1341392	-	wanner_regulondb
1341414	+	storz
1341499	-	storz
1341732	-	storz
1342162	-	storz
1342329	+	wanner
1342534	-	regulondb
1342568	-	regulondb
1342660	-	wanner
1342751	+	storz
1343129	+	storz
1343158	+	storz
1343721	+	storz
1344815	-	storz
1344866	-	wanner_regulondb
1344879	+	storz
1345096	-	storz
1346483	-	storz
1346500	+	storz
1346759	-	regulondb
1346964	-	storz_wanner
1347152	-	wanner
1348075	+	storz
1348082	-	storz
1348156	-	regulondb
1348260	-	regulondb
1349142	-	regulondb
1349163	+	storz
1349701	+	storz
1349781	-	storz
1349890	-	regulondb
1349920	-	regulondb
1350037	-	storz
1350352	+	storz
1350681	-	regulondb
1351038	+	storz
1351617	-	regulondb
1351767	-	regulondb
1352573	-	storz
1352936	-	storz
1353339	+	storz
1353517	-	regulondb
1353648	+	storz
1353833	-	storz
1354061	-	storz_regulondb
1354129	-	storz
1354147	+	storz
1354537	+	storz
1354648	+	storz
1355159	-	storz
1355287	-	storz
1355435	-	wanner
1355722	-	wanner
1355811	+	storz
1355834	-	regulondb
1355949	-	storz
1356056	-	storz
1357064	-	storz
1357288	-	storz
1357397	-	regulondb
1358134	-	storz
1358990	-	wanner
1359076	+	regulondb
1359392	+	storz
1359654	-	storz
1359691	+	storz_regulondb
1359859	+	storz
1359985	+	storz
1360752	+	regulondb
1361677	+	storz
1363778	-	storz
1363814	-	storz
1364652	+	storz
1364805	-	storz
1365403	-	storz
1365953	-	regulondb
1366062	+	storz_regulondb
1366064	-	regulondb
1366093	-	storz
1366591	+	storz
1367686	+	regulondb
1367902	-	storz
1368027	+	regulondb
1368209	+	regulondb
1368895	+	storz
1369354	+	storz
1374576	-	storz
1374609	-	storz
1375442	+	storz
1375811	-	storz
1378074	-	storz
1379683	-	storz
1380266	+	storz
1380769	+	storz
1381599	-	storz
1381790	-	storz
1381806	+	storz
1381943	+	wanner
1382012	-	wanner
1382093	+	regulondb
1382276	+	storz
1382879	-	storz
1382931	+	storz
1383143	+	storz
1383196	+	storz
1383807	+	storz
1384597	-	storz
1384715	+	storz_regulondb
1385504	-	storz
1385721	+	regulondb
1385806	-	storz
1386337	+	storz
1386539	+	storz
1386634	-	regulondb
1386645	+	storz
1386680	-	regulondb
1386867	-	wanner
1386898	+	regulondb
1388642	-	regulondb
1388705	-	storz_regulondb
1388717	+	storz
1388884	-	storz
1389073	+	storz
1389171	+	storz
1389203	+	storz
1389350	+	storz
1389565	+	storz
1389677	+	wanner
1389896	+	regulondb
1389921	-	wanner
1389970	+	storz_regulondb
1390096	-	regulondb
1390305	-	storz
1390417	+	storz
1390556	-	storz
1390868	-	storz
1390940	+	storz
1391014	-	storz_regulondb
1391078	+	regulondb
1391116	+	storz
1391131	-	storz
1391142	+	storz
1391220	+	storz
1391323	+	storz
1391752	+	storz
1392071	+	storz
1392860	+	storz
1392941	-	storz
1393093	+	storz
1393317	+	storz
1393557	-	storz
1393770	+	storz
1393995	+	regulondb
1393996	-	wanner
1394073	+	storz
1394109	+	storz_regulondb
1395087	+	regulondb
1395352	+	storz
1396290	+	regulondb
1396421	+	storz
1396682	-	wanner
1396816	+	storz
1397131	+	storz
1397327	+	storz
1397425	+	storz
1397538	+	storz
1397575	-	wanner
1397649	-	storz
1397714	-	storz
1398308	-	regulondb
1398660	-	storz
1398895	+	storz
1399143	-	storz
1399181	+	storz
1399555	+	storz
1399697	+	storz
1399802	+	storz
1400608	+	storz
1401225	+	storz
1402540	-	storz
1402725	+	storz
1403590	+	storz
1403774	-	wanner
1403796	+	storz
1403834	-	storz_regulondb
1403960	+	regulondb
1404221	+	storz
1404322	+	storz
1404916	+	storz
1405030	+	storz
1405114	-	storz
1405125	+	storz
1405312	-	storz
1405334	+	storz
1405417	-	regulondb
1405501	-	storz_regulondb
1405597	-	storz
1405618	+	storz
1405892	-	wanner
1405985	+	storz
1406048	+	regulondb
1406214	-	storz
1406889	+	storz
1407031	-	storz
1407068	+	storz
1407153	+	storz_regulondb
1407362	+	regulondb
1407480	-	storz
1407499	+	storz
1408183	-	storz
1408507	+	storz
1408898	-	storz
1408913	+	storz
1409462	-	storz_regulondb
1409567	-	storz
1409578	+	storz
1409687	-	storz
1410009	-	regulondb
1410083	-	regulondb
1410137	-	regulondb
1410184	-	storz
1410450	+	storz
1410476	-	wanner
1411284	-	regulondb
1411286	+	storz
1411577	+	storz
1412040	+	storz
1412202	-	storz
1412386	+	storz
1412561	-	storz
1412586	-	storz
1412605	+	storz
1413076	+	storz
1413422	+	storz
1414079	+	storz
1414376	+	storz
1414535	+	storz
1414813	-	storz
1415269	+	storz
1415447	+	storz
1415835	-	regulondb
1416243	-	regulondb
1416526	-	storz
1416650	-	storz
1416670	+	storz
1417540	+	storz
1417643	-	storz
1417853	-	regulondb
1418194	+	regulondb
1418264	-	wanner
1418284	+	regulondb
1418367	+	regulondb
1418473	-	regulondb
1418620	-	storz
1419550	-	storz
1419593	-	storz
1419938	-	storz
1421695	+	regulondb
1421745	-	wanner
1421765	+	regulondb
1421795	+	storz
1421877	+	storz
1421959	+	storz
1423243	+	regulondb
1423273	+	regulondb
1423337	+	regulondb
1423414	-	storz
1423433	+	storz
1423975	-	storz
1424701	+	storz
1424996	-	wanner
1425398	+	storz
1426760	+	storz
1426777	-	storz
1426950	-	regulondb
1428550	+	storz
1428818	-	storz
1428885	+	storz
1429046	-	storz
1429128	+	storz
1429156	+	storz
1429349	+	storz
1429629	+	storz
1430041	-	storz
1431042	+	storz
1431077	-	storz
1431202	+	storz
1431722	-	storz
1432442	-	regulondb
1432466	+	storz
1432538	+	storz
1432604	-	regulondb
1432629	-	storz
1432650	+	regulondb
1433121	-	storz
1433304	-	storz
1433496	-	storz
1433664	-	wanner
1433714	-	wanner
1433921	-	storz
1435008	-	regulondb
1435082	-	regulondb
1435103	-	regulondb
1435145	+	storz_regulondb
1435577	-	storz
1436319	-	storz
1436447	-	storz
1436620	-	regulondb
1436768	-	regulondb
1437028	-	storz
1438102	-	storz
1438126	+	storz
1438166	+	storz
1438710	-	storz
1438795	-	wanner
1438855	-	regulondb
1438880	+	regulondb
1438931	-	storz
1439045	+	storz
1439355	+	storz
1439661	+	storz
1439800	-	wanner
1440861	+	storz
1440924	+	regulondb
1440939	-	regulondb
1440974	-	wanner
1440987	+	storz
1441032	+	storz
1441534	-	storz
1441778	+	storz
1441857	+	storz
1441936	-	storz
1442509	+	storz
1442651	-	storz
1443596	+	regulondb
1443758	+	storz
1444003	-	storz
1444358	+	storz
1445250	+	storz
1445333	-	regulondb
1445367	+	storz
1445372	-	wanner
1445394	+	regulondb
1445418	-	regulondb
1445516	+	regulondb
1445622	+	storz
1446543	+	storz
1446619	+	storz
1446701	+	wanner
1447345	-	storz
1447675	+	storz
1447690	-	storz
1448813	+	storz
1449433	-	regulondb
1449522	-	regulondb
1449524	+	storz
1449950	-	storz
1451694	-	regulondb
1451889	+	regulondb
1452909	+	storz
1452960	-	storz
1453921	-	storz
1454058	-	storz
1455745	-	storz
1459430	+	storz
1460142	-	storz
1460158	+	storz
1460241	-	storz
1461300	+	storz
1461409	+	storz
1461530	+	storz
1461536	-	storz
1461863	+	storz
1462992	-	storz
1463104	+	storz
1463781	-	storz
1464072	-	storz
1465320	-	storz
1465512	-	storz
1465664	+	regulondb
1465730	-	storz
1465893	+	storz_regulondb
1466061	+	storz
1466703	-	storz
1466715	+	storz
1466889	-	storz
1467201	-	storz
1467367	+	storz_regulondb
1467661	-	storz
1467925	-	storz
1468165	+	regulondb
1468214	-	storz
1468351	-	storz
1468408	-	storz
1468429	+	storz
1468549	+	storz
1468785	-	storz_regulondb
1468803	+	storz
1469341	+	storz
1469370	-	storz
1469944	-	storz
1470050	+	storz
1470364	+	storz_regulondb
1470681	-	storz
1471264	-	storz
1471283	+	storz
1471402	+	storz
1472030	-	storz
1472212	+	regulondb
1472636	+	storz
1472785	+	storz
1473052	+	storz
1473090	+	regulondb
1473513	+	storz
1474457	-	storz
1474543	-	storz
1474607	+	storz
1475109	-	storz
1475486	+	regulondb
1475621	+	regulondb
1476014	+	storz
1476490	+	storz
1477114	-	storz
1477605	+	storz
1477768	+	storz
1478474	+	storz
1478793	+	storz
1478891	+	storz
1479553	-	storz
1479645	+	storz
1479913	+	storz
1480338	-	storz
1480569	+	storz
1480830	-	storz
1480853	+	storz_regulondb
1480897	-	regulondb
1480927	-	wanner
1480951	-	regulondb
1481015	-	regulondb
1481038	+	storz
1481303	-	storz
1481312	+	storz
1481602	-	storz
1481652	-	storz
1481766	+	storz
1481814	+	storz
1482828	-	storz
1483015	+	storz
1483827	-	storz
1484633	-	storz
1485192	+	storz_wanner
1485209	-	storz
1485226	+	regulondb
1485459	-	storz
1485848	+	storz
1485945	-	storz
1486214	+	regulondb
1486228	-	storz
1486274	-	storz
1486482	+	storz
1486751	+	storz
1487787	-	storz
1487883	-	storz
1488579	-	storz
1488770	-	regulondb
1488785	+	regulondb
1488823	-	storz
1488901	+	wanner
1489010	+	storz
1489298	+	storz
1489529	-	storz
1489625	-	storz
1489671	+	regulondb
1489728	+	storz
1489839	+	storz
1489912	+	regulondb
1490039	-	storz
1490054	+	storz
1490140	+	regulondb
1490327	-	storz
1490329	+	regulondb
1490367	-	storz
1490398	+	storz
1490461	+	storz
1491043	+	storz
1491143	-	storz
1491156	+	storz
1491899	+	storz
1492109	-	storz
1492761	+	storz
1493095	-	storz
1493139	-	wanner
1493157	+	regulondb
1493158	-	regulondb
1493178	+	regulondb
1493184	-	storz
1493219	+	storz
1493289	+	storz
1493413	+	storz
1493762	-	storz
1494081	-	storz
1494239	+	storz
1494669	+	regulondb
1494706	+	regulondb
1494786	+	storz
1495017	-	storz
1495133	+	storz
1495605	-	storz
1495714	+	regulondb
1495737	-	regulondb
1495767	+	storz
1495856	+	storz_regulondb
1496359	+	storz
1496553	+	storz
1496631	+	storz
1496676	-	storz
1496767	+	regulondb
1496853	+	storz
1496982	+	storz
1497053	+	storz
1497174	+	storz
1497724	-	storz
1497923	-	storz
1498494	-	wanner
1498507	+	storz
1498560	+	regulondb
1498664	-	regulondb
1498799	+	storz
1498992	-	storz
1499373	+	regulondb
1499510	+	regulondb
1499562	+	regulondb
1499813	-	storz
1500070	+	storz
1500236	+	storz
1500347	+	regulondb
1500369	+	regulondb
1500393	+	regulondb
1500453	+	storz_wanner
1500454	-	storz
1500469	+	regulondb
1501325	+	storz
1501681	+	storz_regulondb
1501808	+	storz
1502155	-	storz
1502460	-	storz
1502904	+	storz
1503357	-	storz
1503511	+	storz
1503718	+	storz
1503923	+	storz
1504127	-	storz
1504174	+	regulondb
1504294	-	storz
1504416	-	storz
1504534	+	storz
1504612	+	storz
1504778	+	regulondb
1505345	+	storz
1506420	-	storz
1506636	+	storz
1507059	-	storz_regulondb
1507153	+	storz
1507161	-	wanner
1507245	+	regulondb
1507299	+	storz
1507739	+	storz
1507999	+	storz
1508185	-	storz
1508202	+	storz
1509281	-	storz
1509477	+	regulondb
1509500	-	storz
1509521	+	storz
1509620	+	storz_regulondb
1510242	+	storz
1511934	+	storz
1512035	+	storz
1512250	+	storz
1513439	+	regulondb
1513464	+	regulondb
1514316	-	storz
1514983	+	storz
1515021	-	storz
1515233	-	regulondb
1515245	+	regulondb
1515270	-	regulondb
1515287	+	storz
1515378	+	regulondb
1515618	-	storz
1515634	+	regulondb
1515960	+	storz
1516399	-	regulondb
1516427	-	regulondb
1516485	-	regulondb
1516884	-	wanner
1516916	+	regulondb
1517023	+	storz_regulondb
1517354	-	storz
1517890	-	storz
1518067	+	storz
1518120	+	regulondb
1518158	+	storz
1518294	+	storz
1518897	-	storz
1519100	-	storz
1519234	+	storz
1519258	-	storz
1519502	-	storz
1520314	-	storz
1521118	-	storz
1521181	-	storz
1521197	+	storz
1521219	+	wanner
1521251	+	storz_regulondb
1521300	-	regulondb
1522618	-	storz
1522919	-	storz
1523105	-	storz
1523262	-	storz
1524008	+	storz
1524035	-	regulondb
1524117	-	wanner
1524249	+	storz
1524315	-	storz
1524763	+	storz
1525315	+	storz
1527412	+	storz
1527461	-	storz
1527557	+	storz
1527630	+	storz
1527795	-	storz
1527895	-	storz
1527915	+	storz
1528174	+	regulondb
1528452	-	storz
1528575	+	storz
1528915	-	storz
1530882	+	regulondb
1531017	+	wanner
1531054	+	regulondb
1531172	+	storz
1531283	-	storz
1531366	-	storz
1531844	-	storz
1531854	+	storz
1531898	-	wanner
1531928	-	storz
1531987	+	regulondb
1532024	+	wanner_regulondb
1532233	+	storz
1532763	-	storz
1533082	-	storz
1533611	-	storz
1533893	-	regulondb
1534477	-	storz
1534480	+	storz
1535902	+	storz
1536711	-	regulondb
1537120	+	storz
1538926	-	storz
1539292	+	storz
1539682	+	storz
1540441	+	storz
1540596	-	storz
1540714	-	regulondb
1541564	+	storz
1541788	-	storz
1542148	-	regulondb
1542169	-	wanner
1542597	+	storz
1542782	-	regulondb
1542849	-	regulondb
1542875	-	regulondb
1543399	+	storz
1543619	+	storz
1543730	+	storz
1544749	-	storz
1545120	-	storz
1545227	-	regulondb
1545380	+	storz
1545603	-	storz
1545922	+	storz
1548969	+	storz
1549582	+	storz
1549852	+	storz
1550024	+	storz
1550239	-	storz
1550346	-	storz
1550735	-	wanner
1550760	+	storz
1550959	-	storz
1551922	-	wanner
1552018	-	regulondb
1552322	-	storz
1552340	+	storz
1552529	-	storz
1553393	+	storz
1553751	-	regulondb
1554070	-	regulondb
1554112	-	storz
1554301	+	storz
1554362	-	wanner
1554497	+	storz
1554620	+	regulondb
1555008	+	storz
1556670	-	storz
1557199	+	storz
1557392	+	storz
1557599	-	storz
1558958	-	storz
1560068	+	storz
1560130	-	storz
1560175	-	storz
1561026	+	storz
1561131	-	regulondb
1561219	-	wanner
1561273	-	regulondb
1561522	+	storz
1562216	+	storz
1562302	-	storz
1563292	+	storz
1563767	-	regulondb
1564019	-	storz
1564042	+	storz
1564937	-	storz
1565276	+	storz
1565316	+	storz
1565318	-	storz_wanner
1566112	+	storz
1566873	-	wanner
1566935	-	storz
1567016	+	storz
1567118	-	storz
1568034	-	storz
1568523	+	storz
1568551	-	regulondb
1568601	-	regulondb
1569099	+	storz
1569420	-	storz
1569644	-	regulondb
1570096	-	wanner_regulondb
1570374	+	storz
1570565	+	storz
1570594	+	storz
1570833	-	storz
1570968	-	storz
1571619	-	storz
1571638	+	storz
1571712	-	storz
1572378	+	storz
1572407	-	storz
1572566	+	storz
1573042	-	storz
1573792	+	storz
1574619	+	storz
1574750	+	storz
1575690	-	regulondb
1575756	+	storz
1576223	-	storz
1577372	-	storz
1577447	+	storz
1577736	-	storz
1577758	-	storz
1578689	+	storz
1578907	+	storz
1578997	-	storz
1579430	+	storz
1580145	-	storz
1580379	+	storz
1580389	-	storz
1580578	-	regulondb
1580753	-	regulondb
1581324	-	storz
1582052	-	regulondb
1582423	-	storz
1582455	-	storz
1582796	-	storz
1583126	+	storz
1583397	+	storz
1584688	-	storz_regulondb
1585112	+	storz
1585372	+	storz
1585398	-	storz
1586122	+	storz
1586231	-	storz
1586322	-	regulondb
1586435	+	storz
1586799	-	storz
1586845	-	storz
1586864	+	storz
1587285	+	storz
1587743	+	storz
1588175	-	storz
1590183	-	regulondb
1590325	+	storz
1590388	-	storz
1590503	-	wanner
1590521	+	storz
1590660	+	storz
1590877	-	storz
1590887	+	storz
1591586	+	storz
1591681	+	storz
1592304	+	storz
1592525	+	storz
1592595	-	storz
1592696	-	storz
1593554	-	storz
1593636	+	storz
1594155	+	storz
1596583	-	storz
1596721	+	storz
1596753	+	storz
1597924	-	storz
1598192	-	storz
1598940	+	storz
1599281	-	regulondb
1599310	+	storz
1599384	-	storz
1599413	+	storz
1599447	-	wanner
1599455	+	wanner
1599484	+	regulondb
1600992	-	storz
1601904	-	storz
1601961	+	storz
1602118	-	storz
1602389	-	storz
1602771	+	storz
1603188	-	storz
1603499	+	storz
1604112	-	storz
1604383	+	storz
1605064	-	storz
1605245	+	regulondb
1605320	-	storz
1605347	+	storz
1605411	+	storz
1605864	-	storz
1606089	+	storz
1606501	-	storz
1606820	-	storz
1606996	+	storz
1607070	-	storz
1607122	-	storz
1607164	-	regulondb
1607206	-	regulondb
1608744	-	regulondb
1608995	-	storz
1609511	+	storz
1609885	-	storz_regulondb
1609932	+	storz
1609942	-	wanner
1609965	+	storz
1610604	-	storz
1611305	-	storz
1611357	-	storz
1611894	-	storz
1611950	+	storz
1612590	+	storz
1612750	-	wanner
1612804	+	storz_regulondb
1612823	-	regulondb
1612869	-	storz_regulondb
1613574	+	regulondb
1613747	+	storz
1614749	+	storz
1614975	-	storz
1614979	+	regulondb
1614986	-	storz
1615019	+	storz
1615838	+	storz
1615861	+	storz
1616286	+	storz
1616296	-	storz
1616414	-	storz
1616691	-	storz
1616938	+	storz
1616963	-	wanner
1617117	+	storz_regulondb
1617246	-	storz
1617544	-	storz
1618201	-	storz
1618223	+	storz
1618849	-	storz
1619007	+	storz
1619008	-	storz
1619191	-	storz_regulondb
1619288	+	regulondb
1619314	+	storz_regulondb
1619547	-	wanner
1619575	-	storz
1619619	-	storz
1619823	+	storz
1620422	-	storz
1620611	+	regulondb
1620921	+	storz
1620937	-	wanner
1621358	-	storz
1621900	-	wanner
1622540	-	regulondb
1622582	+	wanner
1622583	-	regulondb
1622712	+	regulondb
1622854	+	storz
1623022	+	storz
1623389	-	storz
1623482	-	storz
1623643	-	storz
1623908	-	regulondb
1624319	-	storz_regulondb
1624336	+	storz
1625237	+	storz
1625426	-	storz
1625451	+	storz
1625499	-	wanner
1625513	+	regulondb
1625688	+	storz
1625769	+	storz
1625790	+	storz
1625913	+	storz
1626231	+	storz
1626350	+	storz_regulondb
1626421	-	storz
1627192	+	storz_regulondb
1627302	+	storz
1627572	-	storz
1628015	-	storz
1628706	-	storz
1629146	-	storz
1629454	-	storz
1629473	+	storz
1630506	+	storz
1630700	+	storz
1630738	+	storz_regulondb
1630806	-	storz
1630878	-	storz
1630884	+	regulondb
1631009	+	regulondb
1631608	+	regulondb
1632142	-	storz
1632267	+	storz
1632302	-	storz
1632980	-	regulondb
1633167	+	storz
1633917	-	storz
1634243	-	storz
1634627	-	regulondb
1634751	+	regulondb
1635046	+	storz
1635079	-	storz
1635869	-	wanner
1636043	-	storz
1636106	+	storz
1636221	-	regulondb
1636322	-	storz
1636430	+	storz
1636736	-	regulondb
1636836	-	storz_regulondb
1636948	+	storz
1637255	+	storz
1637294	-	storz
1637815	+	storz
1638332	-	storz
1638809	+	storz
1639331	-	storz
1639607	-	storz
1639714	+	regulondb
1639738	-	wanner
1639789	+	regulondb
1639837	-	storz
1639855	+	regulondb
1639899	+	storz
1640105	+	storz
1640243	+	storz
1640350	-	storz
1640445	-	wanner
1640596	-	storz
1640706	-	storz
1640888	-	wanner
1640906	+	storz
1642070	+	storz
1642654	-	storz
1642877	-	storz
1642996	-	regulondb
1643071	-	storz
1643470	+	storz
1643924	-	wanner
1644097	-	storz_regulondb
1644171	+	wanner
1644259	-	storz
1644332	-	storz
1644409	+	storz
1644889	-	storz
1645015	-	storz
1645040	+	storz
1645142	-	wanner
1645315	+	storz
1645401	+	storz
1645706	-	storz
1645900	-	regulondb
1645949	-	storz
1645954	+	regulondb
1645962	-	storz
1645972	+	regulondb
1646352	-	storz
1646460	+	regulondb
1646767	-	storz
1646991	-	storz
1647136	+	storz
1647154	-	storz
1647190	-	storz
1647275	+	storz
1647478	+	storz
1647621	+	regulondb
1648783	+	storz
1649445	-	storz
1649677	-	storz
1649886	-	storz_regulondb
1649903	+	storz
1650064	-	storz
1650139	+	storz
1650328	-	storz
1650870	+	storz
1650928	+	storz
1650993	+	wanner
1651046	+	storz
1651369	-	storz
1651938	+	storz
1652064	+	storz
1653286	+	storz
1653358	-	storz
1653365	+	storz
1653692	+	storz
1653703	-	regulondb
1653733	+	storz_regulondb
1654065	+	regulondb
1654124	+	regulondb
1654240	+	storz
1654361	+	storz
1654479	+	storz
1654769	-	storz
1654908	-	storz
1654937	+	storz
1655121	-	storz
1655438	+	regulondb
1655506	-	regulondb
1655563	+	storz_regulondb
1655571	-	regulondb
1655730	-	wanner
1655790	-	storz
1655892	-	storz
1655945	-	storz
1656027	+	storz_regulondb
1656568	+	storz
1657261	-	wanner
1657299	+	storz
1657330	-	wanner
1657356	+	storz
1657665	-	storz
1657707	-	storz
1658506	-	storz
1658536	+	regulondb
1659545	-	storz
1659874	+	storz
1659918	+	storz
1659973	-	storz
1660131	+	storz
1660502	-	storz
1660783	-	storz
1660826	-	storz
1661083	-	storz
1661369	+	storz
1661677	+	storz
1661964	+	storz
1662191	+	wanner
1662232	+	regulondb
1662279	-	storz
1662331	+	storz
1663148	-	storz
1663154	+	storz
1663835	-	wanner
1663881	+	storz
1663968	+	storz
1664401	+	storz
1664456	-	storz
1664913	-	storz
1665032	+	storz
1665060	-	regulondb
1665090	+	storz
1665264	-	regulondb
1665273	+	storz
1665294	-	storz_regulondb
1665359	-	regulondb
1665414	+	storz
1666090	-	storz
1666107	+	storz
1666125	-	storz
1666197	-	storz
1666615	-	regulondb
1666639	+	storz
1667577	-	storz
1667640	-	storz
1667654	+	regulondb
1667676	-	regulondb
1667686	+	storz
1667964	-	wanner
1668571	+	storz
1668842	+	storz
1668891	+	storz
1669156	-	wanner
1669178	-	storz
1669197	+	storz
1669209	-	storz
1669351	+	storz_regulondb
1669891	-	storz
1669923	-	wanner
1669940	+	storz_regulondb
1669977	+	regulondb
1670382	-	storz
1671505	-	storz
1671561	+	storz
1671801	-	wanner
1671914	+	storz_regulondb
1672083	+	storz
1672349	-	storz
1672520	+	regulondb
1672793	+	storz
1673119	-	storz
1673364	-	storz
1673574	-	regulondb
1673613	-	storz
1674221	-	regulondb
1674280	-	regulondb
1674336	-	regulondb
1674572	-	regulondb
1674873	-	regulondb
1675004	+	storz
1675317	-	regulondb
1675999	-	regulondb
1676030	+	storz
1676038	-	storz_regulondb
1676257	+	storz
1676287	-	storz
1676332	+	regulondb
1676392	+	regulondb
1676853	-	storz
1677333	+	storz
1677504	+	storz
1678773	-	storz
1678785	+	storz
1678868	-	storz
1678893	+	storz
1679398	-	storz
1679411	+	storz
1679752	+	storz
1680083	-	wanner
1680120	-	storz
1680155	+	storz
1680436	-	storz
1680593	-	storz
1680949	+	storz
1681284	-	storz
1681830	-	storz
1682197	+	regulondb
1682257	+	storz
1682799	-	storz
1683211	+	storz
1683271	-	storz
1684674	-	storz
1684733	-	regulondb
1685634	-	storz
1685710	-	storz
1686389	+	storz
1686464	-	regulondb
1686557	+	storz
1687258	-	storz
1687327	+	storz
1687602	+	storz
1687781	-	storz
1687818	+	storz_regulondb
1688043	-	storz
1689110	-	storz
1689400	+	storz
1691012	-	regulondb
1691233	-	storz
1691517	+	storz
1691988	-	storz
1692048	-	storz
1692584	-	storz
1692694	+	storz
1692868	-	storz
1694176	-	regulondb
1694407	-	storz
1694995	+	storz
1695083	+	storz
1695097	-	wanner
1695471	+	storz
1695782	-	storz
1696145	-	wanner
1696302	-	storz
1696445	-	storz
1696566	-	storz
1697252	-	regulondb
1697337	+	regulondb
1697490	+	storz
1697509	-	wanner
1697573	+	storz
1698269	+	storz
1698535	-	storz
1698864	+	storz_regulondb
1698879	-	storz
1698966	+	storz
1698987	+	storz
1699285	+	storz
1699488	+	storz
1700226	+	storz_regulondb
1700262	-	storz
1700341	-	storz
1701088	+	storz
1701108	-	storz
1701640	-	storz
1701664	+	storz
1702354	-	wanner
1702412	+	storz
1702423	-	regulondb
1702470	-	storz
1702522	+	storz
1702785	+	regulondb
1702836	+	regulondb
1702878	-	storz
1702888	+	regulondb
1703050	-	storz
1703214	-	storz
1703230	+	storz_regulondb
1703364	-	storz_wanner
1703530	-	storz
1703542	+	regulondb
1703768	+	storz
1704034	+	storz
1704526	+	storz
1704741	+	regulondb
1704982	+	storz
1706155	-	storz
1706508	-	storz_regulondb
1707661	+	storz
1707817	+	storz
1709067	-	storz
1709479	+	regulondb
1709777	+	storz
1709817	+	storz
1709975	-	storz
1710288	+	storz
1710412	-	storz
1710695	+	regulondb
1710910	-	wanner
1711656	+	regulondb
1711938	+	storz
1712121	+	storz
1712351	+	regulondb
1712364	-	storz
1712376	+	storz
1712463	-	storz
1713687	-	storz
1713861	-	storz
1714588	-	storz
1714908	-	regulondb
1715293	-	regulondb
1715328	+	storz
1715356	-	storz
1715640	-	storz
1715755	-	regulondb
1716057	-	wanner
1716320	+	storz
1716465	-	storz
1716894	+	storz
1717655	-	regulondb
1717697	-	regulondb
1717772	+	regulondb
1717853	+	regulondb
1717973	-	storz
1718115	+	regulondb
1718255	-	storz
1718434	-	storz
1718452	+	storz
1718750	+	storz
1718872	+	storz
1718873	-	regulondb
1718906	+	storz
1718919	-	wanner
1719001	-	storz
1719022	+	regulondb
1719038	-	regulondb
1719055	+	storz
1719315	-	wanner
1719359	-	wanner
1720271	+	storz
1720751	+	storz
1721111	+	storz
1721155	-	storz
1721235	-	storz
1721443	+	storz
1722158	-	storz
1722703	-	wanner_regulondb
1722852	-	storz
1723484	-	storz
1723672	-	regulondb
1723956	-	regulondb
1723973	+	storz
1724045	+	regulondb
1724613	-	storz
1724664	+	storz
1725171	+	storz
1725732	+	storz
1725822	+	regulondb
1725908	-	storz
1726343	+	storz
1726377	+	regulondb
1727070	+	storz
1727793	+	storz
1728546	-	storz
1729217	+	storz
1730071	+	storz
1731104	-	storz
1731357	-	storz
1731514	+	storz
1731864	-	storz
1731935	-	regulondb
1731961	-	storz
1732142	-	regulondb
1732169	+	storz
1732184	-	regulondb
1732212	-	wanner
1732230	+	storz
1732284	-	storz
1732381	+	regulondb
1732405	+	storz
1732771	-	storz
1732993	+	storz
1733024	-	storz
1733347	+	regulondb
1733376	-	storz
1733379	+	regulondb
1733844	+	storz
1734030	+	storz
1734466	-	storz
1735360	-	storz
1735601	-	regulondb
1735665	+	storz
1735712	+	storz
1736007	+	storz
1736700	+	storz
1736704	-	storz
1737314	-	storz
1737759	-	storz
1737833	-	regulondb
1737873	+	regulondb
1737902	+	regulondb
1737921	-	storz
1738146	-	storz
1738672	+	storz
1738886	+	storz
1739206	+	storz
1739248	+	regulondb
1739403	+	regulondb
1739457	-	storz
1739619	+	regulondb
1739709	+	regulondb
1739994	+	storz
1740078	-	storz
1740174	-	storz
1740244	+	storz
1740378	-	storz
1740613	-	storz
1741293	+	regulondb
1741299	-	regulondb
1741399	+	regulondb
1741440	-	storz
1741479	-	wanner
1741527	-	wanner
1741823	+	storz
1741872	+	storz
1742019	+	storz
1742662	+	storz_regulondb
1742704	+	storz
1742954	-	storz
1744016	-	storz
1744186	-	storz
1744226	-	regulondb
1744439	+	wanner_regulondb
1744540	+	storz
1744697	+	regulondb
1745092	+	regulondb
1745107	-	storz
1745115	+	storz_regulondb
