XID	name	type	TSS	start	stop	minus35L	minus35R	minus10L	minus10R	sigma	strand	center	length	mode	promoter	include
ECK125154108	TSS_879	promoter	852360							unknown	forward					1
ECK125154109	TSS_880	promoter	854527							unknown	reverse					1
ECK120016584	ybfHp	promoter	715864			716923	716928	716902	716906	Sigma24	reverse					1
ECK120016585	lppp2	promoter	1755320			1754532	1754537	1754554	1754558	nan	forward					1
ECK120016587	spyp	promoter	1823712			1823739	1823744	1823718	1823723	Sigma70	reverse					1
ECK120016580	flgBp	promoter	1130216			1130181	1130186	1130203	1130208	Sigma70	forward					1
ECK120016581	yecRp	promoter	1986224							nan	forward					1
ECK120016582	yejOp	promoter	2287198							nan	reverse					1
ECK120016583	bamAp2	promoter	197026			196993	196998	197015	197019	Sigma24	forward					1
ECK125154571	TSS_1342	promoter	1194236							unknown	forward					1
ECK125154570	TSS_1341	promoter	1194193							unknown	forward					1
ECK125154573	TSS_1344	promoter	1194245							unknown	forward					1
ECK125154572	TSS_1343 (cluster)	promoter	1194242							unknown	forward					1
ECK125154575	TSS_1346 (cluster)	promoter	1194619							unknown	forward					1
ECK125154574	TSS_1345	promoter	1194256							unknown	forward					1
ECK125154577	TSS_1348	promoter	1195168							unknown	forward					1
ECK125154576	TSS_1347	promoter	1194689							unknown	forward					1
ECK125154579	TSS_1350	promoter	1195239							unknown	forward					1
ECK125154578	TSS_1349	promoter	1195230							unknown	forward					1
ECK125137838	yhjXp5	promoter	3710083			3710114	3710119	3710090	3710095	Sigma70	reverse					1
ECK125157909	TSS_4680	promoter	4470444							unknown	reverse					1
ECK125157556	TSS_4327	promoter	4174139							unknown	forward					1
ECK125137467	pphBp1	promoter	2857759			2857722	2857727	2857748	2857753	Sigma70	forward					1
ECK125157557	TSS_4328	promoter	4174348							unknown	forward					1
ECK125157901	TSS_4672	promoter	4465385							unknown	forward					1
ECK125157900	TSS_4671	promoter	4465366							unknown	reverse					1
ECK125157903	TSS_4674	promoter	4468967							unknown	reverse					1
ECK125157902	TSS_4673	promoter	4468964							unknown	reverse					1
ECK125157905	TSS_4676 (cluster)	promoter	4469509							unknown	reverse					1
ECK125157554	TSS_4325 (cluster)	promoter	4173981							unknown	forward					1
ECK125157907	TSS_4678 (cluster)	promoter	4469539							unknown	reverse					1
ECK125157906	TSS_4677	promoter	4469536							unknown	reverse					1
ECK125157555	TSS_4326	promoter	4173991							unknown	forward					1
ECK125157552	TSS_4323	promoter	4173949							unknown	forward					1
ECK125137832	yhjRp11	promoter	3694390			3694418	3694423	3694395	3694400	Sigma70	reverse					1
ECK120010609	glyWp	promoter	1990204			1990237	1990242	1990215	1990220	Sigma70	reverse					1
ECK120010608	tyrTp	promoter	1286888			1286918	1286923	1286896	1286901	Sigma70	reverse					1
ECK120010359	crrpI	promoter	2533632							Sigma38	forward					1
ECK120010358	crrp2	promoter	2533502							nan	forward					1
ECK125157550	TSS_4321	promoter	4173940							unknown	forward					1
ECK120010601	thrUp	promoter	4173404			4173368	4173373	4173391	4173396	Sigma70	forward					1
ECK120010600	argXp	promoter	3980387			3980348	3980353	3980371	3980376	Sigma70	forward					1
ECK120010603	leuXp	promoter	4494409			4494371	4494376	4494393	4494398	Sigma70	forward					1
ECK120010350	gndp	promoter	2099348			2099379	2099384	2099356	2099361	Sigma70	reverse					1
ECK120010357	ptsHp2	promoter	2531623			2531590	2531595	2531612	2531617	Sigma70	forward					1
ECK120010604	metTp	promoter	696386			696420	696425	696397	696402	Sigma70	reverse					1
ECK120010607	serXp	promoter	1096899			1096933	1096938	1096910	1096915	Sigma70	reverse					1
ECK120010606	serTp	promoter	1030942			nan	nan	1030948	1030953	Sigma70	reverse					1
ECK120011004	metHp	promoter	4221806			4221775	4221780	4221799	4221804	Sigma70	forward					1
ECK120011005	narGp	promoter	1279030			1278996	1279001	1279018	1279023	Sigma70	forward					1
ECK120011006	narKp1	promoter	1277155			1277116	1277121	1277142	1277147	Sigma70	forward					1
ECK120011007	nirBp	promoter	3492009			3491970	3491975	3491996	3492001	Sigma70	forward					1
ECK120011000	glnLp	promoter	4054394			4054425	4054430	4054400	4054405	Sigma70	reverse					1
ECK120011001	glpTQp	promoter	2350473			2350507	2350512	2350480	2350485	Sigma70	reverse					1
ECK120009898	dcuCp	promoter	655306							nan	reverse					1
ECK120009899	asrp	promoter	1669351			1669323	1669328	1669340	1669350	Sigma38	forward					1
ECK120009896	yhjHp	promoter	3677252			3677281	3677285	3677259	3677266	Sigma28	reverse					1
ECK120009897	nanAp	promoter	3371642			3371674	3371679	3371649	3371654	Sigma70	reverse					1
ECK120009894	tarp	promoter	1970740			1970769	1970773	1970747	1970754	Sigma28	reverse					1
ECK120009895	ycgRp	promoter	1243779			1243808	1243812	1243786	1243793	Sigma28	reverse					1
ECK120011008	ompFp	promoter	986315							Sigma38	reverse					1
ECK120011009	oxyRp	promoter	4156480			4156443	4156448	4156462	4156472	Sigma38	forward					1
ECK120009891	flgMp	promoter	1129388			1129417	1129421	1129395	1129402	Sigma28	reverse					1
ECK125155222	TSS_1993	promoter	1930554							unknown	reverse					1
ECK125155223	TSS_1994	promoter	1930750							unknown	reverse					1
ECK125155220	TSS_1991 (cluster)	promoter	1928440							unknown	reverse					1
ECK125155221	TSS_1992	promoter	1929873							unknown	reverse					1
ECK125155226	TSS_1997	promoter	1933743							unknown	reverse					1
ECK125155227	TSS_1998	promoter	1934617							unknown	forward					1
ECK125155224	TSS_1995	promoter	1930768							unknown	reverse					1
ECK125155225	TSS_1996	promoter	1933253							unknown	reverse					1
ECK125155228	TSS_1999	promoter	1935566							unknown	forward					1
ECK125155229	TSS_2000	promoter	1935571							unknown	forward					1
ECK125156914	TSS_3685	promoter	3542897							unknown	reverse					1
ECK120020530	argAp	promoter	2947178			2947145	2947150	2947167	2947172	Sigma70	forward					1
ECK120020532	appYp	promoter	582790			582756	582761	582778	582783	Sigma70	forward					1
ECK125156912	TSS_3683	promoter	3538610							unknown	forward					1
ECK125137518	yqeIp6	promoter	2986453			2986414	2986419	2986441	2986446	Sigma70	forward					1
ECK125137519	yqeIp7	promoter	2986445			2986414	2986419	2986435	2986440	Sigma70	forward					1
ECK125137514	yqeHp4	promoter	2985535			2985498	2985503	2985524	2985529	Sigma70	forward					1
ECK125137515	yqeHp5	promoter	2985530			2985498	2985503	2985519	2985524	Sigma70	forward					1
ECK125137516	yqeIp1	promoter	2986366			2986328	2986334	2986353	2986359	Sigma24	forward					1
ECK125137517	yqeIp5	promoter	2986458			2986425	2986430	2986446	2986451	Sigma70	forward					1
ECK125137510	yqeFp11	promoter	2983831			2983858	2983864	2983837	2983843	Sigma24	reverse					1
ECK125137511	yqeGp1	promoter	2983741			2983705	2983711	2983730	2983736	Sigma24	forward					1
ECK125137512	yqeGp5	promoter	2983763			2983739	2983744	2983753	2983757	Sigma54	forward					1
ECK125137513	yqeGp8	promoter	2983841			2983811	2983817	2983831	2983836	Sigma32	forward					1
ECK125136404	yafTp5	promoter	237260			237229	237234	237250	237255	Sigma70	forward					1
ECK125137477	iapp6	promoter	2874566			2874529	2874535	2874554	2874560	Sigma24	forward					1
ECK125137476	cysCp3	promoter	2872050			2872074	2872080	2872056	2872061	Sigma32	reverse					1
ECK125137475	ygbEp3	promoter	2871414			2871442	2871447	2871419	2871424	Sigma70	reverse					1
ECK125137474	ispFp3	promoter	2870006			2870027	2870032	2870012	2870016	Sigma54	reverse					1
ECK125137473	ispFp2	promoter	2869933			2869960	2869965	2869938	2869945	Sigma28	reverse					1
ECK125137472	ygbNp2	promoter	2862929			2862893	2862899	2862918	2862924	Sigma24	forward					1
ECK125137471	ygbLp5	promoter	2861559			2861529	2861535	2861549	2861554	Sigma32	forward					1
ECK125137470	ygbLp4	promoter	2861591			2861560	2861566	2861579	2861584	Sigma32	forward					1
ECK125156425	TSS_3196	promoter	3339146							unknown	forward					1
ECK125156424	TSS_3195	promoter	3336809							unknown	reverse					1
ECK125137171	yecCp3	promoter	1995847			1995870	1995876	1995853	1995858	Sigma32	reverse					1
ECK125156426	TSS_3197	promoter	3339740							unknown	forward					1
ECK125156421	TSS_3192 (cluster)	promoter	3334577							unknown	reverse					1
ECK125156420	TSS_3191	promoter	3334539							unknown	reverse					1
ECK125137479	ygcNp3	promoter	2890594			2890563	2890569	2890583	2890589	Sigma24	forward					1
ECK125137478	iapp7	promoter	2874558			2874527	2874533	2874548	2874553	Sigma32	forward					1
ECK125154379	TSS_1150	promoter	1019071							unknown	reverse					1
ECK125154378	TSS_1149	promoter	1019001							unknown	reverse					1
ECK125154373	TSS_1144	promoter	1018473							unknown	reverse					1
ECK125154372	TSS_1143	promoter	1018471							unknown	reverse					1
ECK125154371	TSS_1142	promoter	1018428							unknown	reverse					1
ECK125154370	TSS_1141	promoter	1018413							unknown	reverse					1
ECK125154377	TSS_1148	promoter	1018955							unknown	reverse					1
ECK125154376	TSS_1147	promoter	1018624							unknown	reverse					1
ECK125154375	TSS_1146	promoter	1018605							unknown	reverse					1
ECK125154374	TSS_1145	promoter	1018585							unknown	reverse					1
ECK125153369	TSS_140	promoter	90367							unknown	forward					1
ECK125153368	TSS_139 (cluster)	promoter	90327							unknown	forward					1
ECK125153361	TSS_132	promoter	86542							unknown	forward					1
ECK125153360	TSS_131	promoter	85599							unknown	forward					1
ECK125153363	TSS_134	promoter	87478							unknown	forward					1
ECK125153362	TSS_133	promoter	86559							unknown	forward					1
ECK125153365	TSS_136	promoter	89040							unknown	forward					1
ECK125153364	TSS_135	promoter	87969							unknown	forward					1
ECK125153367	TSS_138 (cluster)	promoter	89589							unknown	forward					1
ECK125153366	TSS_137 (cluster)	promoter	89360							unknown	forward					1
ECK125155424	TSS_2195	promoter	2172726							unknown	reverse					1
ECK125155425	TSS_2196 (cluster)	promoter	2172738							unknown	reverse					1
ECK125155426	TSS_2197	promoter	2172743							unknown	reverse					1
ECK125155427	TSS_2198	promoter	2173125							unknown	reverse					1
ECK125155420	TSS_2191	promoter	2172449							unknown	reverse					1
ECK125155421	TSS_2192	promoter	2172453							unknown	reverse					1
ECK125153819	TSS_590	promoter	512787							unknown	forward					1
ECK125153818	TSS_589	promoter	510637							unknown	reverse					1
ECK125153817	TSS_588	promoter	510619							unknown	reverse					1
ECK125153816	TSS_587	promoter	510594							unknown	reverse					1
ECK125153815	TSS_586	promoter	510591							unknown	reverse					1
ECK125153814	TSS_585	promoter	507321							unknown	reverse					1
ECK125153813	TSS_584	promoter	506465							unknown	reverse					1
ECK125153812	TSS_583	promoter	506460							unknown	reverse					1
ECK125153811	TSS_582	promoter	506440							unknown	reverse					1
ECK125153810	TSS_581	promoter	504112							unknown	forward					1
ECK125157484	TSS_4255	promoter	4120333							unknown	reverse					1
ECK125157485	TSS_4256	promoter	4120371							unknown	reverse					1
ECK125157486	TSS_4257	promoter	4121547							unknown	reverse					1
ECK125157487	TSS_4258	promoter	4124934							unknown	forward					1
ECK125157480	TSS_4251	promoter	4117379							unknown	reverse					1
ECK125157481	TSS_4252	promoter	4118417							unknown	reverse					1
ECK125157482	TSS_4253 (cluster)	promoter	4118431							unknown	reverse					1
ECK125157483	TSS_4254	promoter	4118861							unknown	reverse					1
ECK125157488	TSS_4259	promoter	4124936							unknown	forward					1
ECK125157489	TSS_4260	promoter	4126658							unknown	forward					1
ECK120016779	ytfEp	promoter	4430032							nan	reverse					1
ECK125153370	TSS_141	promoter	92485							unknown	forward					1
ECK125136489	cyoEp3	promoter	446994			447024	447029	446999	447004	Sigma70	reverse					1
ECK125136488	yajLp2	promoter	442972			442999	443005	442978	442983	Sigma32	reverse					1
ECK125156997	TSS_3768	promoter	3642106							unknown	reverse					1
ECK125156996	TSS_3767	promoter	3642097							unknown	reverse					1
ECK125156991	TSS_3762	promoter	3638252							unknown	forward					1
ECK125156990	TSS_3761 (cluster)	promoter	3638234							unknown	forward					1
ECK125156993	TSS_3764 (cluster)	promoter	3638441							unknown	forward					1
ECK125156992	TSS_3763	promoter	3638436							unknown	forward					1
ECK125136481	yaiIp6	promoter	404932			404899	404904	404921	404926	Sigma70	forward					1
ECK125136480	yaiIp3	promoter	404947			404913	404918	404934	404941	Sigma28	forward					1
ECK125136483	makp4	promoter	409342			409309	409314	409332	409337	Sigma70	forward					1
ECK125136482	yaiIp7	promoter	404922			404885	404891	404910	404916	Sigma24	forward					1
ECK125136485	yajDp5	promoter	429754			429718	429723	429743	429748	Sigma70	forward					1
ECK125136484	sbcCp2	promoter	415071			415097	415103	415076	415082	Sigma24	reverse					1
ECK125136487	yajIp6	promoter	432258			432287	432293	432265	432271	Sigma24	reverse					1
ECK125136486	yajDp6	promoter	429693			429659	429665	429681	429686	Sigma32	forward					1
ECK125154908	TSS_1679	promoter	1624319							unknown	reverse					1
ECK125154909	TSS_1680	promoter	1625513							unknown	forward					1
ECK125154900	TSS_1671	promoter	1609885							unknown	reverse					1
ECK125154901	TSS_1672	promoter	1609908							unknown	reverse					1
ECK125154902	TSS_1673	promoter	1612869							unknown	reverse					1
ECK125154903	TSS_1674	promoter	1619191							unknown	reverse					1
ECK125154904	TSS_1675	promoter	1619314							unknown	forward					1
ECK125154905	TSS_1676	promoter	1620611							unknown	forward					1
ECK125154906	TSS_1677	promoter	1621901							unknown	reverse					1
ECK125154907	TSS_1678	promoter	1623908							unknown	reverse					1
ECK120010018	kchp	promoter	1308547			1308568	1308573	1308557	1308561	Sigma54	reverse					1
ECK120010019	puuPp	promoter	1357397			1357421	1357426	1357410	1357414	Sigma54	reverse					1
ECK120010014	iclRp	promoter	4221675							nan	reverse					1
ECK120010015	nagEp	promoter	703063			703027	703032	703050	703055	Sigma70	forward					1
ECK120010017	ybhKp	promoter	815915			815936	815941	815925	815929	Sigma54	reverse					1
ECK120010010	yghFp	promoter	3110921			3112141	3112146	3112119	3112123	Sigma24	reverse					1
ECK120010011	impp1	promoter	57156			57187	57192	57163	57168	Sigma70	reverse					1
ECK120010012	impp2	promoter	57241			57276	57281	57249	57254	Sigma70	reverse					1
ECK120010013	impp3	promoter	57336			57362	57367	57340	57344	Sigma24	reverse					1
ECK125153519	TSS_290	promoter	190355							unknown	forward					1
ECK120034359	dgkAp	promoter	4254631							nan	forward					1
ECK120034358	yjbBp	promoter	4225625							nan	forward					1
ECK120034350	pepQp	promoter	4029170							nan	forward					1
ECK120034353	yihXp	promoter	4073571							nan	forward					1
ECK120034352	yihDp	promoter	4040072							nan	forward					1
ECK120034354	tpiAp2	promoter	4109592			nan	nan	4109599	4109606	Sigma70	reverse					1
ECK120034356	menAp1	promoter	4118421							nan	reverse					1
ECK125153514	TSS_285	promoter	190209							unknown	forward					1
ECK125153515	TSS_286	promoter	190213							unknown	forward					1
ECK120032986	rcnRp	promoter	2183925			2183957	2183962	2183931	2183936	Sigma70	reverse					1
ECK120032985	rcnAp	promoter	2183849			2183810	2183815	2183836	2183841	Sigma70	forward					1
ECK120032983	sroHp	promoter	4188510							nan	reverse					1
ECK120032981	glmYp1	promoter	2689362			2689384	2689389	2689373	2689377	Sigma54	reverse					1
ECK125157101	TSS_3872	promoter	3814671							unknown	forward					1
ECK125157100	TSS_3871 (cluster)	promoter	3809839							unknown	reverse					1
ECK125157103	TSS_3874	promoter	3819407							unknown	forward					1
ECK125157102	TSS_3873	promoter	3815724							unknown	forward					1
ECK125157105	TSS_3876 (cluster)	promoter	3819418							unknown	forward					1
ECK125157104	TSS_3875	promoter	3819409							unknown	forward					1
ECK125157107	TSS_3878	promoter	3819434							unknown	forward					1
ECK125157106	TSS_3877	promoter	3819424							unknown	forward					1
ECK125157109	TSS_3880	promoter	3819884							unknown	forward					1
ECK125157108	TSS_3879	promoter	3819436							unknown	forward					1
ECK125156670	TSS_3441 (cluster)	promoter	3444819							unknown	reverse					1
ECK125156671	TSS_3442	promoter	3444823							unknown	reverse					1
ECK125156672	TSS_3443	promoter	3444829							unknown	reverse					1
ECK125156673	TSS_3444	promoter	3444834							unknown	reverse					1
ECK125156674	TSS_3445 (cluster)	promoter	3444851							unknown	reverse					1
ECK125156675	TSS_3446 (cluster)	promoter	3444854							unknown	reverse					1
ECK125156676	TSS_3447 (cluster)	promoter	3444859							unknown	reverse					1
ECK125156677	TSS_3448 (cluster)	promoter	3444862							unknown	reverse					1
ECK125156678	TSS_3449	promoter	3444867							unknown	reverse					1
ECK125156679	TSS_3450	promoter	3444873							unknown	reverse					1
ECK125156331	TSS_3102	promoter	3247306							unknown	forward					1
ECK120016346	ybbNp1	promoter	517714			517743	517748	517724	517729	Sigma32	reverse					1
ECK120016347	ybbNp2	promoter	517792			517819	517824	517799	517804	Sigma32	reverse					1
ECK120016344	ldhAp	promoter	1440939			1440965	1440970	1440946	1440951	Sigma32	reverse					1
ECK120016345	mutMp2	promoter	3809300			3809322	3809327	3809306	3809311	Sigma32	reverse					1
ECK120016342	bssSp1	promoter	1120281			1120305	1120310	1120287	1120292	Sigma32	reverse					1
ECK120016343	bssSp2	promoter	1120255			1120283	1120288	1120265	1120270	Sigma32	reverse					1
ECK120016340	macBp1	promoter	919317			919290	919295	919306	919311	Sigma32	forward					1
ECK120016341	macBp2	promoter	919560			919530	919535	919549	919554	Sigma32	forward					1
ECK120016348	pcnBp1	promoter	159151			159187	159192	159162	159167	Sigma70	reverse					1
ECK120016349	pcnBp2	promoter	159195			159230	159235	159203	159208	Sigma70	reverse					1
ECK125154290	TSS_1061 (cluster)	promoter	957974							unknown	forward					1
ECK125154291	TSS_1062	promoter	960941							unknown	forward					1
ECK125154292	TSS_1063 (cluster)	promoter	961116							unknown	forward					1
ECK125154293	TSS_1064	promoter	961122							unknown	forward					1
ECK125154294	TSS_1065	promoter	961596							unknown	forward					1
ECK125154295	TSS_1066 (cluster)	promoter	962036							unknown	forward					1
ECK125154296	TSS_1067	promoter	962054							unknown	forward					1
ECK125154297	TSS_1068	promoter	962060							unknown	reverse					1
ECK125154298	TSS_1069 (cluster)	promoter	962459							unknown	forward					1
ECK125154299	TSS_1070 (cluster)	promoter	962463							unknown	forward					1
ECK125154128	TSS_899	promoter	901273							unknown	reverse					1
ECK125154129	TSS_900 (cluster)	promoter	901407							unknown	reverse					1
ECK125154126	TSS_897	promoter	899568							unknown	reverse					1
ECK125154127	TSS_898 (cluster)	promoter	899828							unknown	reverse					1
ECK125154124	TSS_895	promoter	889168							unknown	reverse					1
ECK125154125	TSS_896	promoter	892149							unknown	forward					1
ECK125154122	TSS_893 (cluster)	promoter	888698							unknown	reverse					1
ECK125154123	TSS_894	promoter	889111							unknown	forward					1
ECK125154120	TSS_891	promoter	888176							unknown	reverse					1
ECK125154121	TSS_892	promoter	888691							unknown	reverse					1
ECK125138010	gltPp1	promoter	4292401			4292364	4292370	4292388	4292394	Sigma24	forward					1
ECK125138011	gltPp6	promoter	4292330			4292292	4292297	4292319	4292324	Sigma70	forward					1
ECK125155659	TSS_2430 (cluster)	promoter	2468687							unknown	reverse					1
ECK125155658	TSS_2429	promoter	2468671							unknown	reverse					1
ECK125155657	TSS_2428	promoter	2466830							unknown	forward					1
ECK125155656	TSS_2427	promoter	2466232							unknown	reverse					1
ECK125155655	TSS_2426	promoter	2465852							unknown	forward					1
ECK125155654	TSS_2425	promoter	2458995							unknown	reverse					1
ECK125155653	TSS_2424	promoter	2454938							unknown	reverse					1
ECK125155652	TSS_2423	promoter	2447459							unknown	reverse					1
ECK125155651	TSS_2422	promoter	2446603							unknown	forward					1
ECK125155650	TSS_2421	promoter	2446495							unknown	reverse					1
ECK125156333	TSS_3104	promoter	3266164							unknown	reverse					1
ECK120010371	alaSp	promoter	2820112							nan	reverse					1
ECK120010370	proVp3	promoter	2802777			2802742	2802747	2802764	2802769	Sigma70	forward					1
ECK120010373	pyrGp1	promoter	2907819							nan	reverse					1
ECK120010372	pyrGp2	promoter	2907739							nan	reverse					1
ECK120010375	ptrAp	promoter	2957033			2957062	2957067	2957039	2957044	Sigma70	reverse					1
ECK120010374	relAp1	promoter	2911851			2911883	2911888	2911858	2911863	Sigma70	reverse					1
ECK125145768	lolAp	promoter	936551			936515	936520	936538	936543	Sigma70	forward					1
ECK125145769	esrEp	promoter	4018001			4017968	4017973	4017990	4017995	Sigma70	forward					1
ECK125145767	rmfp	promoter	1014880							nan	forward					1
ECK125155572	TSS_2343 (cluster)	promoter	2404657							unknown	reverse					1
ECK120009874	uspBp	promoter	3637871			3637901	3637906	3637876	3637886	Sigma38	reverse					1
ECK120009875	efpp	promoter	4373590			4373554	4373559	4373576	4373581	Sigma70	forward					1
ECK120009876	sugEp	promoter	4374817							nan	forward					1
ECK120009877	chpSp1	promoter	4446425			4446390	4446395	4446414	4446419	Sigma70	forward					1
ECK120009870	rrsHp1	promoter	223485			nan	nan	223471	223476	Sigma32	forward					1
ECK120009871	rrsHp2	promoter	223593			nan	nan	223581	223586	Sigma70	forward					1
ECK120009872	rrsDp1	promoter	3427069			3427098	3427103	3427081	3427086	Sigma32	reverse					1
ECK120009873	rrsDp2	promoter	3426962			3426991	3426996	3426969	3426974	Sigma70	reverse					1
ECK120011028	phoEp	promoter	259382			259411	259416	259390	259395	Sigma70	reverse					1
ECK120011029	tyrBp	promoter	4265105			4265069	4265074	4265093	4265098	Sigma70	forward					1
ECK120009878	chpSp2	promoter	4446451			4446420	4446425	4446441	4446446	Sigma70	forward					1
ECK120009879	uofp	promoter	710052							nan	reverse					1
ECK125155248	TSS_2019	promoter	1959650							unknown	forward					1
ECK125155249	TSS_2020	promoter	1965602							unknown	reverse					1
ECK125155240	TSS_2011	promoter	1947031							unknown	reverse					1
ECK125155241	TSS_2012	promoter	1947539							unknown	reverse					1
ECK125155242	TSS_2013 (cluster)	promoter	1948246							unknown	reverse					1
ECK125155243	TSS_2014	promoter	1948300							unknown	reverse					1
ECK125155244	TSS_2015	promoter	1948302							unknown	reverse					1
ECK125155245	TSS_2016	promoter	1948846							unknown	reverse					1
ECK125155246	TSS_2017	promoter	1956672							unknown	reverse					1
ECK125155247	TSS_2018	promoter	1957897							unknown	reverse					1
ECK125137727	yhdJp2	promoter	3409639			3409607	3409613	3409628	3409633	Sigma32	forward					1
ECK125137726	yhdHp6	promoter	3401468			3401436	3401441	3401457	3401462	Sigma70	forward					1
ECK120034418	acrBp	promoter	483909							nan	reverse					1
ECK120020516	cysSp	promoter	553800							nan	forward					1
ECK120020517	erpAp	promoter	176561							nan	forward					1
ECK120020514	tppBp	promoter	1710695			1710651	1710656	1710678	1710683	Sigma70	forward					1
ECK120020515	yciZp	promoter	1342662			1342687	1342692	1342665	1342675	Sigma38	reverse					1
ECK125138043	ytfFp5	promoter	4431171			4431199	4431204	4431176	4431181	Sigma70	reverse					1
ECK125156332	TSS_3103	promoter	3252264							unknown	reverse					1
ECK120020518	nfuAp1	promoter	3543618							nan	forward					1
ECK120020519	ydiUp	promoter	1789278							nan	reverse					1
ECK125137538	ygfSp5	promoter	3027186			3027214	3027220	3027192	3027198	Sigma24	reverse					1
ECK125137539	ygfUp6	promoter	3029211			3029177	3029183	3029198	3029204	Sigma24	forward					1
ECK125137721	tldDp6	promoter	3390097			3390120	3390126	3390103	3390108	Sigma32	reverse					1
ECK125137532	hyuAp1	promoter	3007941			3007907	3007913	3007930	3007936	Sigma24	forward					1
ECK125137533	hyuAp6	promoter	3007852			3007819	3007825	3007840	3007846	Sigma24	forward					1
ECK125137530	ygeWp5	promoter	3004140			3004107	3004113	3004130	3004135	Sigma32	forward					1
ECK125137531	ygeWp6	promoter	3004139			3004107	3004113	3004128	3004133	Sigma32	forward					1
ECK125137536	mocAp9	promoter	3013078			3013045	3013050	3013068	3013073	Sigma70	forward					1
ECK125137537	xanQp3	promoter	3022282			3022245	3022250	3022271	3022276	Sigma70	forward					1
ECK125137534	yqeCp5	promoter	3013256			3013279	3013285	3013262	3013267	Sigma32	reverse					1
ECK125137535	yqeCp7	promoter	3013189			3013222	3013227	3013195	3013200	Sigma70	reverse					1
ECK125155868	TSS_2639 (cluster)	promoter	2716576							unknown	reverse					1
ECK125155869	TSS_2640	promoter	2716615							unknown	reverse					1
ECK125155864	TSS_2635 (cluster)	promoter	2714533							unknown	reverse					1
ECK125155865	TSS_2636 (cluster)	promoter	2714544							unknown	reverse					1
ECK125155866	TSS_2637	promoter	2714708							unknown	forward					1
ECK125155867	TSS_2638	promoter	2714752							unknown	forward					1
ECK125155860	TSS_2631	promoter	2714495							unknown	reverse					1
ECK125155861	TSS_2632	promoter	2714500							unknown	reverse					1
ECK125155862	TSS_2633	promoter	2714504							unknown	reverse					1
ECK125155863	TSS_2634 (cluster)	promoter	2714523							unknown	reverse					1
ECK125137459	ypjAp8	promoter	2780844			2780870	2780876	2780850	2780856	Sigma24	reverse					1
ECK125137458	yfjXp2	promoter	2773910			2773881	2773887	2773900	2773905	Sigma32	forward					1
ECK125137455	yfjPp6	promoter	2765666			2765631	2765636	2765655	2765660	Sigma70	forward					1
ECK125137454	yfjPp5	promoter	2765664			2765632	2765638	2765652	2765658	Sigma24	forward					1
ECK125137457	yfjWp5	promoter	2771307			2771269	2771274	2771296	2771301	Sigma70	forward					1
ECK125137456	yfjPp8	promoter	2765562			2765529	2765535	2765550	2765555	Sigma32	forward					1
ECK125137451	yfjIp10	promoter	2756950			2756918	2756924	2756939	2756944	Sigma32	forward					1
ECK125137450	yfjIp9	promoter	2756877			2756841	2756846	2756866	2756871	Sigma70	forward					1
ECK125137453	yfjMp3	promoter	2764007			2764034	2764039	2764013	2764018	Sigma70	reverse					1
ECK125137452	yfjJp6	promoter	2758529			2758495	2758500	2758518	2758523	Sigma70	forward					1
ECK125156003	TSS_2774	promoter	2886325							unknown	reverse					1
ECK125156449	TSS_3220	promoter	3349049							unknown	reverse					1
ECK125156448	TSS_3219	promoter	3348519							unknown	reverse					1
ECK125156002	TSS_2773	promoter	2882681							unknown	reverse					1
ECK125156443	TSS_3214	promoter	3344100							unknown	forward					1
ECK125156442	TSS_3213	promoter	3343937							unknown	forward					1
ECK125156441	TSS_3212	promoter	3343818							unknown	forward					1
ECK125156440	TSS_3211	promoter	3343618							unknown	forward					1
ECK125156447	TSS_3218 (cluster)	promoter	3346447							unknown	forward					1
ECK125156001	TSS_2772	promoter	2874569							unknown	forward					1
ECK125156445	TSS_3216	promoter	3345550							unknown	forward					1
ECK125156444	TSS_3215	promoter	3344217							unknown	forward					1
ECK125156000	TSS_2771	promoter	2874392							unknown	reverse					1
ECK125156007	TSS_2778 (cluster)	promoter	2887329							unknown	reverse					1
ECK125156006	TSS_2777	promoter	2886523							unknown	reverse					1
ECK125154351	TSS_1122	promoter	988837							unknown	reverse					1
ECK125154350	TSS_1121 (cluster)	promoter	988243							unknown	reverse					1
ECK125154353	TSS_1124 (cluster)	promoter	990423							unknown	forward					1
ECK125154352	TSS_1123	promoter	989738							unknown	forward					1
ECK125154355	TSS_1126 (cluster)	promoter	1005075							unknown	forward					1
ECK125154354	TSS_1125	promoter	990715							unknown	forward					1
ECK125154357	TSS_1128	promoter	1015695							unknown	reverse					1
ECK125154356	TSS_1127	promoter	1008193							unknown	forward					1
ECK125154359	TSS_1130 (cluster)	promoter	1015720							unknown	reverse					1
ECK125154358	TSS_1129	promoter	1015711							unknown	reverse					1
ECK125156004	TSS_2775	promoter	2886338							unknown	reverse					1
ECK125137989	purDp1	promoter	4204009			4204037	4204042	4204015	4204022	Sigma28	reverse					1
ECK125137988	yjaHp1	promoter	4198534			4198500	4198505	4198520	4198527	Sigma28	forward					1
ECK125137983	yijOp5	promoter	4146452			4146475	4146481	4146458	4146463	Sigma32	reverse					1
ECK125137982	pflDp4	promoter	4141881			4141848	4141853	4141869	4141876	Sigma28	forward					1
ECK125137981	pflDp3	promoter	4141976			4141939	4141944	4141965	4141970	Sigma70	forward					1
ECK125137980	pflDp2	promoter	4141903			4141870	4141876	4141892	4141897	Sigma32	forward					1
