chrom	scramble_start_pos	scramble_end_pos	mean_group_diff	scrambles	num_scrambles	site_type	tfbs_left	tfbs_right	tf_name	tf_effect	tf_concordance
U00096.2	3848822	3848832	3.640277126	TSS_14919_wanner,3848767,-_scrambled85-95	1	increased	-1	-1	NA	NA	NA
U00096.2	3851330	3851340	20.15312052	TSS_14928_regulondb,3851360,+_scrambled90-100	1	increased	3851322	3851341	LexA	-	TRUE
U00096.2	3882341	3882351	14.55192197	TSS_15047_regulondb,3882331,+_scrambled130-140	1	increased	-1	-1	NA	NA	NA
U00096.2	3902347	3902357	4.666381374	TSS_15114_storz_wanner,3902442,+_scrambled25-35_flipped	1	increased	-1	-1	NA	NA	NA
U00096.2	3920758	3920768	1.925468262	TSS_15201_storz,3920743,-_scrambled45-55	1	increased	-1	-1	NA	NA	NA
U00096.2	3946143	3946163	2.55687332	TSS_15320_storz,3946043,-_scrambled130-140,TSS_15320_storz,3946043,-_scrambled140-150	2	increased	-1	-1	NA	NA	NA
U00096.2	3963610	3963620	1.383172716	TSS_15410_regulondb,3963640,-_scrambled0-10	1	increased	-1	-1	NA	NA	NA
U00096.2	3963630	3963640	0.9195419581	TSS_15411_regulondb,3963670,+_scrambled80-90	1	increased	3963636	3963657	CRP	-	TRUE
U00096.2	3964208	3964218	8.697209462	TSS_15418_storz,3964218,+_scrambled110-120	1	increased	-1	-1	NA	NA	NA
U00096.2	3964244	3964254	7.167461834	TSS_15419_regulondb,3964269,+_scrambled95-105	1	increased	-1	-1	NA	NA	NA
U00096.2	3988992	3989002	3.008209658	TSS_15507_storz_regulondb,3989022,+_scrambled90-100	1	increased	-1	-1	NA	NA	NA
U00096.2	3999186	3999201	9.694239978	TSS_15547_regulondb,3999296,+_scrambled10-20,TSS_15547_regulondb,3999296,+_scrambled15-25	2	increased	-1	-1	NA	NA	NA
U00096.2	4000580	4000590	4.763271926	TSS_15555_storz,4000565,-_scrambled45-55	1	increased	-1	-1	NA	NA	NA
U00096.2	4003836	4003846	10.60283815	TSS_15579_regulondb,4003881,+_scrambled75-85	1	increased	-1	-1	NA	NA	NA
U00096.2	4019892	4019907	3.113322232	TSS_15665_regulondb,4019932,+_scrambled80-90,TSS_15665_regulondb,4019932,+_scrambled85-95	2	increased	-1	-1	NA	NA	NA
U00096.2	4022890	4022900	8.503070601	TSS_15678_wanner,4022895,-_scrambled25-35	1	increased	-1	-1	NA	NA	NA
U00096.2	4044694	4044709	2.236420665	TSS_15764_storz_wanner,4044649,-_scrambled75-85,TSS_15764_storz_wanner,4044649,-_scrambled80-90	2	increased	-1	-1	NA	NA	NA
U00096.2	4051820	4051830	3.929496776	TSS_15800_wanner_regulondb,4051800,-_scrambled50-60	1	increased	-1	-1	NA	NA	NA
U00096.2	4051888	4051898	1.796947236	TSS_15801_regulondb,4051833,-_scrambled85-95	1	increased	-1	-1	NA	NA	NA
U00096.2	4056149	4056159	5.350290418	TSS_15819_storz,4056174,+_scrambled95-105	1	increased	-1	-1	NA	NA	NA
U00096.2	4059111	4059121	1.395145462	TSS_15845_storz,4059071,-_scrambled70-80	1	increased	-1	-1	NA	NA	NA
U00096.2	4059141	4059151	1.281118387	TSS_15845_storz,4059071,-_scrambled100-110	1	increased	-1	-1	NA	NA	NA
U00096.2	4079391	4079401	3.676439375	TSS_15911_regulondb,4079351,-_scrambled70-80	1	increased	-1	-1	NA	NA	NA
U00096.2	4098757	4098767	0.9501385608	TSS_15970_storz_regulondb,4098782,+_scrambled95-105	1	increased	4098743	4098761	Fur	-	TRUE
U00096.2	4098757	4098767	0.9501385608	TSS_15970_storz_regulondb,4098782,+_scrambled95-105	1	increased	4098752	4098764	IHF	-	TRUE
U00096.2	4098757	4098767	0.9501385608	TSS_15970_storz_regulondb,4098782,+_scrambled95-105	1	increased	4098754	4098768	ArcA	-	TRUE
U00096.2	4098757	4098767	0.9501385608	TSS_15970_storz_regulondb,4098782,+_scrambled95-105	1	increased	4098755	4098769	ArcA	-	TRUE
U00096.2	4098757	4098767	0.9501385608	TSS_15970_storz_regulondb,4098782,+_scrambled95-105	1	increased	4098765	4098779	ArcA	-	TRUE
U00096.2	4122577	4122592	6.658280087	TSS_16083_wanner_regulondb,4122532,-_scrambled75-85,TSS_16083_wanner_regulondb,4122532,-_scrambled80-90	2	increased	4122567	4122583	CytR	-	TRUE
U00096.2	4122577	4122592	6.658280087	TSS_16083_wanner_regulondb,4122532,-_scrambled75-85,TSS_16083_wanner_regulondb,4122532,-_scrambled80-90	2	increased	4122580	4122602	CytR	-	TRUE
U00096.2	4122577	4122592	6.658280087	TSS_16083_wanner_regulondb,4122532,-_scrambled75-85,TSS_16083_wanner_regulondb,4122532,-_scrambled80-90	2	increased	4122586	4122607	CRP	+-	NA
U00096.2	4124861	4124871	10.24227617	TSS_16093_regulondb,4124931,+_scrambled50-60	1	increased	-1	-1	NA	NA	NA
U00096.2	4124930	4124941	6.860743051	TSS_16093_regulondb,4124931,+_scrambled120-130,TSS_16095_storz,4124975,+_scrambled75-85	2	increased	-1	-1	NA	NA	NA
U00096.2	4126484	4126494	15.71897431	TSS_16100_storz_regulondb,4126489,-_scrambled25-35	1	increased	-1	-1	NA	NA	NA
U00096.2	4126592	4126602	1.005773522	TSS_16101_storz_wanner_regulondb,4126552,-_scrambled70-80_flipped	1	increased	4126595	4126610	MetJ	-	TRUE
U00096.2	4126608	4126618	1.512530612	TSS_16103_storz_regulondb,4126658,+_scrambled70-80	1	increased	4126595	4126610	MetJ	-	TRUE
U00096.2	4126608	4126618	1.512530612	TSS_16103_storz_regulondb,4126658,+_scrambled70-80	1	increased	4126603	4126618	MetJ	-	TRUE
U00096.2	4126608	4126618	1.512530612	TSS_16103_storz_regulondb,4126658,+_scrambled70-80	1	increased	4126605	4126620	MetJ	-	TRUE
U00096.2	4126608	4126618	1.512530612	TSS_16103_storz_regulondb,4126658,+_scrambled70-80	1	increased	4126611	4126626	MetJ	-	TRUE
U00096.2	4126608	4126618	1.512530612	TSS_16103_storz_regulondb,4126658,+_scrambled70-80	1	increased	4126613	4126628	MetJ	-	TRUE
U00096.2	4126664	4126674	4.138334759	TSS_16102_wanner,4126579,-_scrambled115-125	1	increased	-1	-1	NA	NA	NA
U00096.2	4130569	4130589	3.975706706	TSS_16115_regulondb,4130569,+_scrambled120-130,TSS_16115_regulondb,4130569,+_scrambled125-135,TSS_16115_regulondb,4130569,+_scrambled130-140	3	increased	4130562	4130577	MetJ	-	TRUE
U00096.2	4130569	4130589	3.975706706	TSS_16115_regulondb,4130569,+_scrambled120-130,TSS_16115_regulondb,4130569,+_scrambled125-135,TSS_16115_regulondb,4130569,+_scrambled130-140	3	increased	4130565	4130580	MetJ	-	TRUE
U00096.2	4130569	4130589	3.975706706	TSS_16115_regulondb,4130569,+_scrambled120-130,TSS_16115_regulondb,4130569,+_scrambled125-135,TSS_16115_regulondb,4130569,+_scrambled130-140	3	increased	4130568	4130583	MetJ	-	TRUE
U00096.2	4130569	4130589	3.975706706	TSS_16115_regulondb,4130569,+_scrambled120-130,TSS_16115_regulondb,4130569,+_scrambled125-135,TSS_16115_regulondb,4130569,+_scrambled130-140	3	increased	4130570	4130585	MetJ	-	TRUE
U00096.2	4130569	4130589	3.975706706	TSS_16115_regulondb,4130569,+_scrambled120-130,TSS_16115_regulondb,4130569,+_scrambled125-135,TSS_16115_regulondb,4130569,+_scrambled130-140	3	increased	4130578	4130593	MetJ	-	TRUE
U00096.2	4130569	4130589	3.975706706	TSS_16115_regulondb,4130569,+_scrambled120-130,TSS_16115_regulondb,4130569,+_scrambled125-135,TSS_16115_regulondb,4130569,+_scrambled130-140	3	increased	4130581	4130596	MetJ	-	TRUE
U00096.2	4152911	4152931	2.211927419	TSS_16212_storz_regulondb,4152906,+_scrambled125-135,TSS_16212_storz_regulondb,4152906,+_scrambled130-140,TSS_16212_storz_regulondb,4152906,+_scrambled135-145	3	increased	4152896	4152913	ArgR	-	TRUE
U00096.2	4152911	4152931	2.211927419	TSS_16212_storz_regulondb,4152906,+_scrambled125-135,TSS_16212_storz_regulondb,4152906,+_scrambled130-140,TSS_16212_storz_regulondb,4152906,+_scrambled135-145	3	increased	4152918	4152935	ArgR	-	TRUE
U00096.2	4158850	4158860	1.915895474	TSS_16227_regulondb,4158825,-_scrambled55-65_flipped	1	increased	-1	-1	NA	NA	NA
U00096.2	4159042	4159052	2.073735633	TSS_16233_storz,4159102,+_scrambled60-70	1	increased	-1	-1	NA	NA	NA
U00096.2	4175257	4175267	2.932942968	TSS_16337_regulondb,4175352,+_scrambled25-35	1	increased	-1	-1	NA	NA	NA
U00096.2	4194917	4194927	1.10956898	TSS_16445_regulondb,4194882,-_scrambled65-75	1	increased	-1	-1	NA	NA	NA
U00096.2	4194937	4194947	3.679814305	TSS_16445_regulondb,4194882,-_scrambled85-95	1	increased	-1	-1	NA	NA	NA
U00096.2	4219585	4219595	7.343275666	TSS_16533_storz,4219625,+_scrambled80-90	1	increased	-1	-1	NA	NA	NA
U00096.2	4231603	4231613	10.63207767	TSS_16577_wanner,4231543,-_scrambled90-100_flipped	1	increased	-1	-1	NA	NA	NA
U00096.2	4254565	4254575	5.488670153	TSS_16658_storz_regulondb,4254525,-_scrambled70-80	1	increased	-1	-1	NA	NA	NA
U00096.2	4254635	4254645	2.152282941	TSS_16658_storz_regulondb,4254525,-_scrambled140-150	1	increased	-1	-1	NA	NA	NA
U00096.2	4255085	4255095	2.934447535	TSS_16662_storz,4255070,+_scrambled135-145	1	increased	4255091	4255110	LexA	-	TRUE
U00096.2	4258078	4258088	0.8100065697	TSS_16675_wanner,4258053,-_scrambled55-65_flipped	1	increased	-1	-1	NA	NA	NA
U00096.2	4258108	4258118	4.386899903	TSS_16675_wanner,4258053,-_scrambled85-95_flipped	1	increased	-1	-1	NA	NA	NA
U00096.2	4259458	4259478	2.272236123	TSS_16680_storz_regulondb,4259493,+_scrambled85-95,TSS_16680_storz_regulondb,4259493,+_scrambled95-105	2	increased	-1	-1	NA	NA	NA
U00096.2	4259576	4259590	1.488453238	TSS_16682_storz_wanner,4259615,+_scrambled85-95,TSS_16683_regulondb,4259681,+_scrambled15-25	2	increased	-1	-1	NA	NA	NA
U00096.2	4261127	4261137	6.290379469	TSS_16689_storz,4261162,+_scrambled85-95_flipped	1	increased	-1	-1	NA	NA	NA
U00096.2	4280398	4280408	1.876353642	TSS_16765_storz,4280423,+_scrambled95-105	1	increased	-1	-1	NA	NA	NA
U00096.2	4304827	4304837	0.5143152871	TSS_16826_storz,4304842,+_scrambled105-115	1	increased	-1	-1	NA	NA	NA
U00096.2	4324962	4324972	7.536240445	TSS_16867_storz,4324997,+_scrambled85-95	1	increased	-1	-1	NA	NA	NA
U00096.2	4324977	4324992	3.662187914	TSS_16867_storz,4324997,+_scrambled100-110,TSS_16867_storz,4324997,+_scrambled105-115	2	increased	-1	-1	NA	NA	NA
U00096.2	4336115	4336125	3.994601182	TSS_16903_regulondb,4336065,-_scrambled80-90	1	increased	-1	-1	NA	NA	NA
U00096.2	4365054	4365064	1.636423297	TSS_17028_storz_regulondb,4364974,-_scrambled110-120_flipped	1	increased	-1	-1	NA	NA	NA
U00096.2	4389664	4389674	0.8679406003	TSS_17151_regulondb,4389589,-_scrambled105-115	1	increased	-1	-1	NA	NA	NA
U00096.2	4390217	4390227	3.442767566	TSS_17158_storz,4390242,+_scrambled95-105	1	increased	-1	-1	NA	NA	NA
U00096.2	4390237	4390257	1.694063972	TSS_17158_storz,4390242,+_scrambled115-125,TSS_17158_storz,4390242,+_scrambled120-130,TSS_17158_storz,4390242,+_scrambled125-135	3	increased	-1	-1	NA	NA	NA
U00096.2	4392169	4392179	0.8148476506	TSS_17171_wanner,4392114,-_scrambled85-95	1	increased	-1	-1	NA	NA	NA
U00096.2	4402648	4402658	8.080532487	TSS_17214_storz,4402683,+_scrambled85-95_flipped	1	increased	4402634	4402653	MarA	-	TRUE
U00096.2	4404047	4404057	3.381912856	TSS_17227_regulondb,4404067,+_scrambled100-110	1	increased	-1	-1	NA	NA	NA
U00096.2	4408121	4408131	1.646536625	TSS_17251_storz,4408161,+_scrambled80-90	1	increased	-1	-1	NA	NA	NA
U00096.2	4417716	4417726	1.921669404	TSS_17285_wanner,4417661,-_scrambled85-95_flipped	1	increased	-1	-1	NA	NA	NA
U00096.2	4417925	4417935	14.8741335	TSS_17287_storz_regulondb,4417950,+_scrambled95-105	1	increased	4417921	4417940	UlaR	-	TRUE
U00096.2	4425170	4425180	2.052929969	TSS_17306_storz,4425130,-_scrambled70-80_flipped	1	increased	-1	-1	NA	NA	NA
U00096.2	4426845	4426855	0.7625510115	TSS_17315_storz,4426930,+_scrambled35-45	1	increased	-1	-1	NA	NA	NA
U00096.2	4432080	4432090	1.163792383	TSS_17337_regulondb,4432105,+_scrambled95-105	1	increased	-1	-1	NA	NA	NA
U00096.2	4436195	4436205	3.600106993	TSS_17349_storz,4436145,-_scrambled80-90	1	increased	-1	-1	NA	NA	NA
U00096.2	4436240	4436250	9.89820033	TSS_17349_storz,4436145,-_scrambled125-135	1	increased	-1	-1	NA	NA	NA
U00096.2	4469019	4469029	3.623098073	TSS_17470_regulondb,4468964,-_scrambled85-95	1	increased	-1	-1	NA	NA	NA
U00096.2	4470548	4470608	4.688745635	TSS_17479_wanner,4470573,-_scrambled15-25,TSS_17479_wanner,4470573,-_scrambled25-35,TSS_17479_wanner,4470573,-_scrambled35-45,TSS_17479_wanner,4470573,-_scrambled40-50,TSS_17479_wanner,4470573,-_scrambled45-55,TSS_17479_wanner,4470573,-_scrambled5-15,TSS_17479_wanner,4470573,-_scrambled55-65_flipped	7	increased	-1	-1	NA	NA	NA
U00096.2	4477674	4477684	2.082959063	TSS_17518_regulondb,4477709,+_scrambled85-95	1	increased	-1	-1	NA	NA	NA
U00096.2	4477893	4477908	1.536621892	TSS_17519_storz,4477933,+_scrambled80-90,TSS_17519_storz,4477933,+_scrambled85-95	2	increased	-1	-1	NA	NA	NA
U00096.2	4481977	4481987	1.595682404	TSS_17528_regulondb,4481942,-_scrambled65-75	1	increased	-1	-1	NA	NA	NA
U00096.2	4481997	4482007	0.9214645563	TSS_17528_regulondb,4481942,-_scrambled85-95	1	increased	-1	-1	NA	NA	NA
U00096.2	4483987	4483997	3.154476935	TSS_17536_storz,4484032,+_scrambled75-85	1	increased	-1	-1	NA	NA	NA
U00096.2	4484045	4484055	1.491044963	TSS_17540_regulondb,4484145,+_scrambled20-30	1	increased	-1	-1	NA	NA	NA
U00096.2	4484209	4484219	5.774730378	TSS_17541_storz,4484159,-_scrambled80-90	1	increased	4484192	4484218	PepA	-	TRUE
U00096.2	4492585	4492595	1.528129777	TSS_17577_regulondb,4492620,+_scrambled85-95	1	increased	-1	-1	NA	NA	NA
U00096.2	4497592	4497607	2.513285572	TSS_17601_regulondb,4497552,-_scrambled70-80,TSS_17601_regulondb,4497552,-_scrambled75-85	2	increased	-1	-1	NA	NA	NA
U00096.2	4502138	4502148	7.237533798	TSS_17629_storz,4502053,-_scrambled115-125	1	increased	-1	-1	NA	NA	NA
U00096.2	4516355	4516366	0.8469809592	TSS_17669_storz,4516286,-_scrambled100-110,TSS_17670_storz,4516390,+_scrambled85-95	2	increased	-1	-1	NA	NA	NA
U00096.2	4532302	4532312	2.484858977	TSS_17744_storz,4532247,-_scrambled85-95	1	increased	-1	-1	NA	NA	NA
U00096.2	4554584	4554594	1.181608618	TSS_17819_storz_regulondb,4554599,+_scrambled105-115	1	increased	-1	-1	NA	NA	NA
U00096.2	4570143	4570153	1.721664257	TSS_17871_storz,4570183,+_scrambled80-90	1	increased	-1	-1	NA	NA	NA
U00096.2	4576563	4576573	4.004256584	TSS_17896_storz,4576593,+_scrambled90-100	1	increased	-1	-1	NA	NA	NA
U00096.2	4576912	4576922	21.5828428	TSS_17897_storz,4576927,+_scrambled105-115	1	increased	-1	-1	NA	NA	NA
U00096.2	4577403	4577413	0.545697201	TSS_17900_wanner,4577383,-_scrambled50-60	1	increased	-1	-1	NA	NA	NA
U00096.2	4577448	4577458	7.133370901	TSS_17900_wanner,4577383,-_scrambled95-105	1	increased	-1	-1	NA	NA	NA
U00096.2	4577823	4577833	12.97951023	TSS_17901_storz_regulondb,4577858,+_scrambled85-95	1	increased	-1	-1	NA	NA	NA
U00096.2	4578005	4578015	2.49929674	TSS_17902_storz_regulondb,4577940,-_scrambled95-105	1	increased	-1	-1	NA	NA	NA
U00096.2	4578030	4578040	1.306254117	TSS_17902_storz_regulondb,4577940,-_scrambled120-130	1	increased	-1	-1	NA	NA	NA
U00096.2	4601569	4601579	1.60892862	TSS_17987_storz,4601614,+_scrambled75-85_flipped	1	increased	-1	-1	NA	NA	NA
U00096.2	4603728	4603748	1.874282015	TSS_17995_storz,4603713,-_scrambled45-55,TSS_17995_storz,4603713,-_scrambled55-65	2	increased	4603730	4603746	OxyR	-	TRUE
U00096.2	4603798	4603823	5.13960945	TSS_17995_storz,4603713,-_scrambled115-125,TSS_17995_storz,4603713,-_scrambled120-130,TSS_17995_storz,4603713,-_scrambled125-135,TSS_17995_storz,4603713,-_scrambled130-140	4	increased	4603787	4603805	Fur	-	TRUE
U00096.2	4603798	4603823	5.13960945	TSS_17995_storz,4603713,-_scrambled115-125,TSS_17995_storz,4603713,-_scrambled120-130,TSS_17995_storz,4603713,-_scrambled125-135,TSS_17995_storz,4603713,-_scrambled130-140	4	increased	4603792	4603808	OxyR	-	TRUE
U00096.2	4603798	4603823	5.13960945	TSS_17995_storz,4603713,-_scrambled115-125,TSS_17995_storz,4603713,-_scrambled120-130,TSS_17995_storz,4603713,-_scrambled125-135,TSS_17995_storz,4603713,-_scrambled130-140	4	increased	4603793	4603811	Fur	-	TRUE
U00096.2	4603798	4603823	5.13960945	TSS_17995_storz,4603713,-_scrambled115-125,TSS_17995_storz,4603713,-_scrambled120-130,TSS_17995_storz,4603713,-_scrambled125-135,TSS_17995_storz,4603713,-_scrambled130-140	4	increased	4603814	4603830	OxyR	-	TRUE
U00096.2	4615265	4615275	7.857611199	TSS_18043_regulondb,4615300,+_scrambled85-95	1	increased	4615250	4615271	CRP	+	FALSE
U00096.2	4615265	4615275	7.857611199	TSS_18043_regulondb,4615300,+_scrambled85-95	1	increased	4615254	4615277	ModE	-	TRUE
U00096.2	4619752	4619764	5.022119392	TSS_18061_regulondb,4619739,+_scrambled135-145,TSS_18062_storz,4619762,+_scrambled110-120	2	increased	-1	-1	NA	NA	NA
U00096.2	4630676	4630691	2.044781989	TSS_18091_regulondb,4630721,+_scrambled75-85,TSS_18091_regulondb,4630721,+_scrambled80-90	2	increased	-1	-1	NA	NA	NA
U00096.2	4638874	4638884	7.443716882	TSS_18128_regulondb,4638824,-_scrambled80-90_flipped	1	increased	-1	-1	NA	NA	NA
U00096.2	4638894	4638904	1.229442922	TSS_18128_regulondb,4638824,-_scrambled100-110_flipped	1	increased	-1	-1	NA	NA	NA
U00096.2	12013	12033	-0.5502175285	TSS_66_storz_regulondb,12048,+_scrambled85-95,TSS_66_storz_regulondb,12048,+_scrambled95-105	2	reduced	-1	-1	NA	NA	NA
U00096.2	21020	21055	-5.426156612	TSS_124_regulondb,21045,-_scrambled10-20_flipped,TSS_124_regulondb,21045,-_scrambled15-25_flipped,TSS_124_regulondb,21045,-_scrambled25-35_flipped,TSS_124_regulondb,21045,-_scrambled30-40_flipped,TSS_124_regulondb,21045,-_scrambled5-15_flipped	5	reduced	-1	-1	NA	NA	NA
U00096.2	21197	21207	-4.680101745	TSS_129_storz_wanner,21207,-_scrambled20-30_flipped	1	reduced	-1	-1	NA	NA	NA
U00096.2	21240	21287	-6.490707961	TSS_128_regulondb,21155,-_scrambled115-125_flipped,TSS_128_regulondb,21155,-_scrambled120-130_flipped,TSS_128_regulondb,21155,-_scrambled125-135_flipped,TSS_129_storz_wanner,21207,-_scrambled100-110_flipped,TSS_129_storz_wanner,21207,-_scrambled75-85_flipped,TSS_129_storz_wanner,21207,-_scrambled80-90_flipped,TSS_129_storz_wanner,21207,-_scrambled85-95_flipped,TSS_129_storz_wanner,21207,-_scrambled95-105_flipped	8	reduced	-1	-1	NA	NA	NA
U00096.2	29506	29551	-5.31819124	TSS_159_storz_regulondb,29551,+_scrambled100-110,TSS_159_storz_regulondb,29551,+_scrambled105-115,TSS_159_storz_regulondb,29551,+_scrambled110-120,TSS_159_storz_regulondb,29551,+_scrambled75-85,TSS_159_storz_regulondb,29551,+_scrambled80-90,TSS_159_storz_regulondb,29551,+_scrambled85-95,TSS_159_storz_regulondb,29551,+_scrambled90-100,TSS_160_regulondb,29619,+_scrambled10-20,TSS_160_regulondb,29619,+_scrambled15-25,TSS_160_regulondb,29619,+_scrambled20-30,TSS_160_regulondb,29619,+_scrambled35-45,TSS_160_regulondb,29619,+_scrambled40-50	12	reduced	-1	-1	NA	NA	NA
U00096.2	75678	75688	-0.3424683545	TSS_306_storz_regulondb,75608,-_scrambled100-110	1	reduced	-1	-1	NA	NA	NA
U00096.2	83768	83788	-1.260614499	TSS_353_regulondb,83728,-_scrambled70-80,TSS_353_regulondb,83728,-_scrambled75-85,TSS_353_regulondb,83728,-_scrambled80-90	3	reduced	-1	-1	NA	NA	NA
U00096.2	83793	83808	-1.301191371	TSS_353_regulondb,83728,-_scrambled100-110,TSS_353_regulondb,83728,-_scrambled95-105	2	reduced	-1	-1	NA	NA	NA
U00096.2	87924	87934	-0.5668657104	TSS_380_regulondb,87969,+_scrambled75-85	1	reduced	-1	-1	NA	NA	NA
U00096.2	87949	87959	-0.5939562247	TSS_380_regulondb,87969,+_scrambled100-110	1	reduced	-1	-1	NA	NA	NA
U00096.2	89335	89360	-0.5879495974	TSS_383_regulondb,89360,+_scrambled100-110,TSS_383_regulondb,89360,+_scrambled105-115,TSS_383_regulondb,89360,+_scrambled110-120,TSS_383_regulondb,89360,+_scrambled95-105	4	reduced	-1	-1	NA	NA	NA
U00096.2	106462	106480	-1.751437385	TSS_446_storz,106502,+_scrambled80-90,TSS_447_regulondb,106530,+_scrambled60-70	2	reduced	-1	-1	NA	NA	NA
U00096.2	106482	106505	-1.828311807	TSS_446_storz,106502,+_scrambled100-110,TSS_446_storz,106502,+_scrambled105-115,TSS_447_regulondb,106530,+_scrambled75-85,TSS_447_regulondb,106530,+_scrambled80-90,TSS_447_regulondb,106530,+_scrambled85-95	5	reduced	-1	-1	NA	NA	NA
U00096.2	121741	121751	-0.5533511111	TSS_514_regulondb,121671,-_scrambled100-110	1	reduced	-1	-1	NA	NA	NA
U00096.2	127682	127692	-0.6247601399	TSS_537_regulondb,127717,+_scrambled85-95	1	reduced	127681	127695	Fis	+	TRUE
U00096.2	127682	127692	-0.6247601399	TSS_537_regulondb,127717,+_scrambled85-95	1	reduced	127683	127697	ArcA	-	FALSE
U00096.2	127682	127692	-0.6247601399	TSS_537_regulondb,127717,+_scrambled85-95	1	reduced	127688	127709	CRP	-	FALSE
U00096.2	127697	127712	-0.6689274504	TSS_537_regulondb,127717,+_scrambled100-110,TSS_537_regulondb,127717,+_scrambled105-115	2	reduced	127688	127709	CRP	-	FALSE
U00096.2	127697	127712	-0.6689274504	TSS_537_regulondb,127717,+_scrambled100-110,TSS_537_regulondb,127717,+_scrambled105-115	2	reduced	127692	127706	ArcA	-	FALSE
U00096.2	131474	131484	-0.8444238605	TSS_555_regulondb,131519,+_scrambled75-85	1	reduced	131464	131478	ArcA	-	FALSE
U00096.2	131474	131484	-0.8444238605	TSS_555_regulondb,131519,+_scrambled75-85	1	reduced	131471	131492	CRP	+	TRUE
U00096.2	131474	131484	-0.8444238605	TSS_555_regulondb,131519,+_scrambled75-85	1	reduced	131482	131496	Fis	-	FALSE
U00096.2	131489	131519	-0.9259966762	TSS_555_regulondb,131519,+_scrambled100-110,TSS_555_regulondb,131519,+_scrambled105-115,TSS_555_regulondb,131519,+_scrambled110-120,TSS_555_regulondb,131519,+_scrambled90-100,TSS_555_regulondb,131519,+_scrambled95-105	5	reduced	131471	131492	CRP	+	TRUE
U00096.2	131489	131519	-0.9259966762	TSS_555_regulondb,131519,+_scrambled100-110,TSS_555_regulondb,131519,+_scrambled105-115,TSS_555_regulondb,131519,+_scrambled110-120,TSS_555_regulondb,131519,+_scrambled90-100,TSS_555_regulondb,131519,+_scrambled95-105	5	reduced	131482	131496	Fis	-	FALSE
U00096.2	159265	159280	-1.061850108	TSS_662_regulondb,159195,-_scrambled100-110,TSS_662_regulondb,159195,-_scrambled105-115	2	reduced	-1	-1	NA	NA	NA
U00096.2	159290	159310	-1.090304839	TSS_662_regulondb,159195,-_scrambled125-135,TSS_662_regulondb,159195,-_scrambled130-140,TSS_662_regulondb,159195,-_scrambled135-145	3	reduced	-1	-1	NA	NA	NA
U00096.2	167382	167402	-0.4147377625	TSS_692_wanner,167427,+_scrambled75-85,TSS_692_wanner,167427,+_scrambled85-95	2	reduced	-1	-1	NA	NA	NA
U00096.2	189466	189476	-0.4065947772	TSS_779_regulondb,189471,-_scrambled25-35	1	reduced	-1	-1	NA	NA	NA
U00096.2	189687	189712	-2.047552607	TSS_785_regulondb,189712,+_scrambled100-110,TSS_785_regulondb,189712,+_scrambled105-115,TSS_785_regulondb,189712,+_scrambled110-120,TSS_785_regulondb,189712,+_scrambled95-105	4	reduced	-1	-1	NA	NA	NA
U00096.2	194739	194784	-1.094112617	TSS_819_storz,194764,+_scrambled100-110,TSS_819_storz,194764,+_scrambled105-115,TSS_819_storz,194764,+_scrambled110-120,TSS_819_storz,194764,+_scrambled115-125,TSS_819_storz,194764,+_scrambled120-130,TSS_819_storz,194764,+_scrambled130-140,TSS_819_storz,194764,+_scrambled95-105	7	reduced	-1	-1	NA	NA	NA
U00096.2	208286	208296	-0.4414827982	TSS_895_storz_regulondb,208326,+_scrambled80-90	1	reduced	-1	-1	NA	NA	NA
U00096.2	222758	222768	-0.3852872776	TSS_965_wanner,222713,-_scrambled75-85	1	reduced	-1	-1	NA	NA	NA
U00096.2	222793	222803	-0.3667125954	TSS_965_wanner,222713,-_scrambled110-120	1	reduced	-1	-1	NA	NA	NA
U00096.2	223541	223591	-13.35086379	TSS_972_regulondb,223656,+_scrambled15-25_flipped,TSS_972_regulondb,223656,+_scrambled20-30_flipped,TSS_972_regulondb,223656,+_scrambled25-35_flipped,TSS_972_regulondb,223656,+_scrambled35-45_flipped,TSS_972_regulondb,223656,+_scrambled40-50_flipped,TSS_972_regulondb,223656,+_scrambled45-55_flipped,TSS_972_regulondb,223656,+_scrambled5-15_flipped	7	reduced	-1	-1	NA	NA	NA
U00096.2	245928	245948	-0.8513679099	TSS_1066_wanner,245883,-_scrambled75-85,TSS_1066_wanner,245883,-_scrambled85-95	2	reduced	-1	-1	NA	NA	NA
U00096.2	245953	245973	-0.902694469	TSS_1066_wanner,245883,-_scrambled100-110,TSS_1066_wanner,245883,-_scrambled110-120	2	reduced	-1	-1	NA	NA	NA
U00096.2	261986	262036	-10.91356264	TSS_1126_wanner,262061,+_scrambled45-55,TSS_1126_wanner,262061,+_scrambled50-60,TSS_1126_wanner,262061,+_scrambled55-65,TSS_1126_wanner,262061,+_scrambled65-75,TSS_1126_wanner,262061,+_scrambled75-85,TSS_1126_wanner,262061,+_scrambled80-90,TSS_1126_wanner,262061,+_scrambled85-95	7	reduced	261992	262006	Fis	+	TRUE
U00096.2	262041	262056	-11.95840315	TSS_1126_wanner,262061,+_scrambled100-110,TSS_1126_wanner,262061,+_scrambled105-115	2	reduced	-1	-1	NA	NA	NA
U00096.2	281371	281381	-0.7244906144	TSS_1200_regulondb,281476,+_scrambled15-25	1	reduced	-1	-1	NA	NA	NA
